종목명,년도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(%),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(%),자격취득자현황(명)
소방설비(전기분야),2018,여자,2441,1836,560,30.5,1016,866,456,52.7,456
소방설비(전기분야),2019,전체,36146,26112,13706,52.5,20532,17499,8086,46.2,8086
소방설비(전기분야),2019,여자,2545,1861,925,49.7,1499,1288,527,40.9,527
소방설비(전기분야),2020,전체,29058,21749,11711,53.8,24489,19248,8991,46.7,8991
소방설비(전기분야),2020,여자,2423,1801,903,50.1,1920,1511,650,43,650
소방설비(화공),전체,전체,1115,719,136,18.9,0,0,0,0,0
소방설비(화공),2015(누적),전체,1115,719,136,18.9,0,0,0,0,0
소방설비(토목),전체,전체,9999,6967,2352,33.8,0,0,0,0,0
소방설비(토목),2015(누적),전체,9999,6967,2352,33.8,0,0,0,0,0
소방설비(건축),전체,전체,9871,6686,2089,31.2,0,0,0,0,0
소방설비(건축),2015(누적),전체,9871,6686,2089,31.2,0,0,0,0,0
비파괴검사분야,전체,전체,114786,79456,29384,37,51863,43764,17275,39.5,17430
비파괴검사분야,2015(누적),전체,85751,59085,20974,35.5,37231,31223,11994,38.4,12149
비파괴검사분야,2016,전체,7184,5016,2405,47.9,3807,3340,1210,36.2,1210
비파괴검사분야,2016,여자,177,136,81,59.6,93,85,31,36.5,31
비파괴검사분야,2017,전체,6556,4654,1592,34.2,3312,2843,1292,45.4,1292
비파괴검사분야,2017,여자,159,130,47,36.2,83,73,38,52.1,38
비파괴검사분야,2018,전체,6117,4362,1664,38.1,2890,2448,960,39.2,960
비파괴검사분야,2018,여자,136,106,57,53.8,80,71,33,46.5,33
비파괴검사분야,2019,전체,5517,3765,1497,39.8,2533,2123,1040,49,1040
비파괴검사분야,2019,여자,126,103,50,48.5,88,78,34,43.6,34
비파괴검사분야,2020,전체,3661,2574,1252,48.6,2090,1787,779,43.6,779
비파괴검사분야,2020,여자,116,83,55,66.3,73,65,37,56.9,37
방사선비파괴검사,전체,전체,37061,27011,8959,33.2,15320,13284,4704,35.4,3200
방사선비파괴검사,2015(누적),전체,32828,23995,8005,33.4,13663,11817,4116,34.8,2612
방사선비파괴검사,2016,전체,1067,793,394,49.7,579,525,164,31.2,164
방사선비파괴검사,2016,여자,33,28,16,57.1,20,18,6,33.3,6
방사선비파괴검사,2017,전체,939,662,128,19.3,421,369,178,48.2,178
방사선비파괴검사,2017,여자,32,25,7,28,16,15,8,53.3,8
방사선비파괴검사,2018,전체,793,568,110,19.4,207,181,48,26.5,48
방사선비파괴검사,2018,여자,24,14,4,28.6,3,3,3,100,3
방사선비파괴검사,2019,전체,851,574,132,23,195,168,79,47,79
방사선비파괴검사,2019,여자,24,21,10,47.6,13,12,5,41.7,5
방사선비파괴검사,2020,전체,583,419,190,45.3,255,224,119,53.1,119
방사선비파괴검사,2020,여자,20,17,11,64.7,14,13,10,76.9,10
초음파비파괴검사,전체,전체,19592,13397,4573,34.1,10325,8146,1603,19.7,2123
초음파비파괴검사,2015(누적),전체,14017,9512,3185,33.5,7433,5791,1192,20.6,1712
초음파비파괴검사,2016,전체,1447,1069,425,39.8,743,620,130,21,130
초음파비파괴검사,2016,여자,24,22,9,40.9,8,8,1,12.5,1
초음파비파괴검사,2017,전체,1273,906,237,26.2,611,506,105,20.8,105
초음파비파괴검사,2017,여자,22,19,7,36.8,10,9,0,0,0
초음파비파괴검사,2018,전체,1098,743,205,27.6,514,413,61,14.8,61
초음파비파괴검사,2018,여자,18,15,4,26.7,13,11,3,27.3,3
초음파비파괴검사,2019,전체,971,619,230,37.2,463,368,40,10.9,40
초음파비파괴검사,2019,여자,18,13,4,30.8,11,9,1,11.1,1
초음파비파괴검사,2020,전체,786,548,291,53.1,561,448,75,16.7,75
초음파비파괴검사,2020,여자,17,11,6,54.5,7,6,0,0,0
자기비파괴검사,전체,전체,19777,13271,5395,40.7,9592,8084,3358,41.5,3870
자기비파괴검사,2015(누적),전체,14291,9445,3525,37.3,6281,5244,2285,43.6,2797
자기비파괴검사,2016,전체,1541,1070,531,49.6,739,649,210,32.4,210
자기비파괴검사,2016,여자,30,24,16,66.7,17,15,4,26.7,4
자기비파괴검사,2017,전체,1227,890,373,41.9,750,655,221,33.7,221
자기비파괴검사,2017,여자,23,18,13,72.2,20,17,9,52.9,9
자기비파괴검사,2018,전체,1114,773,438,56.7,777,656,229,34.9,229
자기비파괴검사,2018,여자,30,26,20,76.9,29,27,10,37,10
자기비파괴검사,2019,전체,967,647,331,51.2,619,510,242,47.5,242
자기비파괴검사,2019,여자,18,14,6,42.9,17,15,6,40,6
자기비파괴검사,2020,전체,637,446,197,44.2,426,370,171,46.2,171
자기비파괴검사,2020,여자,14,12,7,58.3,14,14,7,50,7
침투비파괴검사,전체,전체,27406,18713,7517,40.2,12299,10574,5752,54.4,6236
침투비파괴검사,2015(누적),전체,17310,11589,4441,38.3,7123,6073,3302,54.4,3786
침투비파괴검사,2016,전체,2220,1473,731,49.6,1335,1175,529,45,529
침투비파괴검사,2016,여자,67,46,30,65.2,38,35,17,48.6,17
침투비파괴검사,2017,전체,2346,1683,664,39.5,1173,1017,643,63.2,643
침투비파괴검사,2017,여자,60,50,17,34,31,28,17,60.7,17
침투비파괴검사,2018,전체,2322,1710,660,38.6,1039,901,452,50.2,452
침투비파괴검사,2018,여자,44,35,21,60,29,24,14,58.3,14
침투비파괴검사,2019,전체,2015,1436,598,41.6,973,834,514,61.6,514
침투비파괴검사,2019,여자,56,48,27,56.3,40,37,20,54.1,20
침투비파괴검사,2020,전체,1193,822,423,51.5,656,574,312,54.4,312
침투비파괴검사,2020,여자,58,40,30,75,36,31,19,61.3,19
와전류비파괴검사,전체,전체,3777,2612,1365,52.3,1916,1658,820,49.5,916
와전류비파괴검사,2015(누적),전체,2504,1665,837,50.3,1255,1060,466,44,562
와전류비파괴검사,2016,전체,257,174,111,63.8,139,134,72,53.7,72
와전류비파괴검사,2016,여자,14,9,6,66.7,5,5,2,40,2
와전류비파괴검사,2017,전체,279,194,87,44.8,118,104,62,59.6,62
와전류비파괴검사,2017,여자,9,8,2,25,3,3,3,100,3
와전류비파괴검사,2018,전체,294,215,132,61.4,164,147,89,60.5,89
와전류비파괴검사,2018,여자,8,6,3,50,3,3,2,66.7,2
와전류비파괴검사,2019,전체,278,226,95,42,129,111,81,73,81
와전류비파괴검사,2019,여자,8,6,3,50,4,3,1,33.3,1
와전류비파괴검사,2020,전체,165,138,103,74.6,111,102,50,49,50
와전류비파괴검사,2020,여자,3,2,1,50,1,1,1,100,1
비파괴검사1급(전자기침투),전체,전체,0,0,0,0,0,0,0,0,4
비파괴검사1급(전자기침투),2015(누적),전체,0,0,0,0,0,0,0,0,4
누설비파괴검사,전체,전체,7173,4452,1575,35.4,2411,2018,1038,51.4,1081
누설비파괴검사,2015(누적),전체,4801,2879,981,34.1,1476,1238,633,51.1,676
누설비파괴검사,2016,전체,652,437,213,48.7,272,237,105,44.3,105
누설비파괴검사,2016,여자,9,7,4,57.1,5,4,1,25,1
누설비파괴검사,2017,전체,492,319,103,32.3,239,192,83,43.2,83
누설비파괴검사,2017,여자,13,10,1,10,3,1,1,100,1
누설비파괴검사,2018,전체,496,353,119,33.7,189,150,81,54,81
누설비파괴검사,2018,여자,12,10,5,50,3,3,1,33.3,1
누설비파괴검사,2019,전체,435,263,111,42.2,154,132,84,63.6,84
누설비파괴검사,2019,여자,2,1,0,0,3,2,1,50,1
누설비파괴검사,2020,전체,297,201,48,23.9,81,69,52,75.4,52
누설비파괴검사,2020,여자,4,1,0,0,1,0,0,0,0
환경분야,전체,전체,745105,541686,171186,31.6,295167,255100,108422,42.5,114785
환경분야,2015(누적),전체,603526,437468,131508,30.1,235568,202004,76784,38,83147
환경분야,2016,전체,26557,19389,6781,35,10074,9113,5503,60.4,5503
환경분야,2016,여자,9564,7439,2746,36.9,3852,3537,2201,62.2,2201
환경분야,2017,전체,28123,20928,7734,37,11380,10271,6384,62.2,6384
환경분야,2017,여자,10434,8194,3067,37.4,4453,4063,2599,64,2599
환경분야,2018,전체,27184,20112,7367,36.6,10943,9812,6190,63.1,6190
환경분야,2018,여자,10243,7962,3000,37.7,4312,3911,2538,64.9,2538
환경분야,2019,전체,29708,21732,8356,38.5,11841,10726,5883,54.8,5826
환경분야,2019,여자,10994,8464,3385,40,4619,4187,2378,56.8,2358
환경분야,2020,전체,30007,22057,9440,42.8,15361,13174,7678,58.3,7735
환경분야,2020,여자,12171,9263,4187,45.2,6635,5729,3355,58.6,3375
온실가스관리,전체,전체,6070,4453,2458,55.2,4763,3939,1269,32.2,1574
온실가스관리,2015(누적),전체,2094,1516,633,41.8,951,828,42,5.1,347
온실가스관리,2016,전체,1267,928,486,52.4,1060,864,547,63.3,547
온실가스관리,2016,여자,377,286,157,54.9,339,278,162,58.3,162
온실가스관리,2017,전체,1084,809,491,60.7,843,703,256,36.4,256
온실가스관리,2017,여자,349,267,164,61.4,296,244,88,36.1,88
온실가스관리,2018,전체,703,528,364,68.9,792,639,99,15.5,99
온실가스관리,2018,여자,215,164,125,76.2,261,202,29,14.4,29
온실가스관리,2019,전체,556,408,307,75.2,667,543,79,14.5,79
온실가스관리,2019,여자,182,138,105,76.1,229,175,22,12.6,22
온실가스관리,2020,전체,366,264,177,67,450,362,246,68,246
온실가스관리,2020,여자,140,101,71,70.3,178,145,93,64.1,93
온실가스관리기사,전체,전체,2160,1724,555,32.2,499,461,305,66.2,0
온실가스관리기사,2015(누적),전체,2160,1724,555,32.2,499,461,305,66.2,0
환경위해관리,전체,전체,1272,999,565,56.6,623,542,88,16.2,88
환경위해관리,2019,전체,728,540,296,54.8,248,215,57,26.5,0
환경위해관리,2019,여자,294,227,130,57.3,109,92,20,21.7,0
환경위해관리,2020,전체,544,459,269,58.6,375,327,31,9.5,88
환경위해관리,2020,여자,236,200,125,62.5,185,157,16,10.2,36
환경관리1급(소음진동),전체,전체,15362,12281,2136,17.4,0,0,0,0,0
환경관리1급(소음진동),2015(누적),전체,15362,12281,2136,17.4,0,0,0,0,0
농림토양평가관리,전체,전체,1803,1353,616,45.5,809,745,419,56.2,0
농림토양평가관리,2015(누적),전체,1803,1353,616,45.5,809,745,419,56.2,0
대기환경,전체,전체,206438,150139,52154,34.7,87365,76000,33477,44,35315
대기환경,2015(누적),전체,157722,114619,38933,34,69941,59684,22045,36.9,23883
대기환경,2016,전체,8234,5978,2086,34.9,2540,2442,1825,74.7,1825
대기환경,2016,여자,2838,2202,795,36.1,944,909,693,76.2,693
대기환경,2017,전체,8810,6562,2447,37.3,2940,2806,2171,77.4,2171
대기환경,2017,여자,3226,2543,938,36.9,1101,1061,858,80.9,858
대기환경,2018,전체,9104,6730,2405,35.7,3211,3066,2316,75.5,2316
대기환경,2018,여자,3398,2643,953,36.1,1201,1155,896,77.6,896
대기환경,2019,전체,11090,7963,2651,33.3,3243,3113,2220,71.3,2220
대기환경,2019,여자,4099,3114,1052,33.8,1252,1205,884,73.4,884
대기환경,2020,전체,11478,8287,3632,43.8,5490,4889,2900,59.3,2900
대기환경,2020,여자,4538,3413,1569,46,2337,2073,1226,59.1,1226
수질환경,전체,전체,322736,239920,67946,28.3,116980,105085,47138,44.9,50641
수질환경,2015(누적),전체,267616,198276,54350,27.4,97948,87332,35522,40.7,39025
수질환경,2016,전체,10092,7625,2294,30.1,3083,2961,1892,63.9,1892
수질환경,2016,여자,3992,3193,1028,32.2,1305,1270,863,68,863
수질환경,2017,전체,10991,8348,2523,30.2,3488,3331,2440,73.3,2440
수질환경,2017,여자,4411,3524,1081,30.7,1453,1397,1073,76.8,1073
수질환경,2018,전체,11132,8434,2631,31.2,3265,3117,2444,78.4,2444
수질환경,2018,여자,4462,3544,1127,31.8,1354,1293,1051,81.3,1051
수질환경,2019,전체,10907,8284,2689,32.5,3610,3460,1945,56.2,1945
수질환경,2019,여자,4267,3373,1160,34.4,1483,1431,863,60.3,863
수질환경,2020,전체,11998,8953,3459,38.6,5586,4884,2895,59.3,2895
수질환경,2020,여자,5197,3985,1580,39.6,2438,2144,1298,60.5,1298
소음진동,전체,전체,26696,17025,6251,36.7,11814,9864,4007,40.6,4137
소음진동,2015(누적),전체,23674,15097,5456,36.1,10487,8703,3433,39.4,3563
소음진동,2016,전체,722,450,169,37.6,304,257,123,47.9,123
소음진동,2016,여자,154,109,38,34.9,65,56,25,44.6,25
소음진동,2017,전체,699,453,188,41.5,333,280,121,43.2,121
소음진동,2017,여자,128,84,35,41.7,68,58,23,39.7,23
소음진동,2018,전체,489,309,127,41.1,223,196,110,56.1,110
소음진동,2018,여자,88,50,16,32,43,38,14,36.8,14
소음진동,2019,전체,600,385,168,43.6,250,234,135,57.7,135
소음진동,2019,여자,128,88,43,48.9,65,60,31,51.7,31
소음진동,2020,전체,512,331,143,43.2,217,194,85,43.8,85
소음진동,2020,여자,104,53,22,41.5,40,39,16,41,16
"대기환경,수질환경,소음진동",전체,전체,1935,1515,189,12.5,0,0,0,0,874
"대기환경,수질환경,소음진동",2015(누적),전체,1935,1515,189,12.5,0,0,0,0,874
생물분류,전체,전체,667,550,170,30.9,175,164,58,35.4,7
생물분류,2015(누적),전체,667,550,170,30.9,175,164,58,35.4,7
자연생태복원,전체,전체,27080,20708,8435,40.7,13413,9698,4435,45.7,4435
자연생태복원,2015(누적),전체,19848,15012,5078,33.8,8222,5899,2564,43.5,2564
자연생태복원,2016,전체,1657,1286,561,43.6,890,688,418,60.8,418
자연생태복원,2016,여자,732,565,263,46.5,379,321,202,62.9,202
자연생태복원,2017,전체,1508,1199,691,57.6,961,695,332,47.8,332
자연생태복원,2017,여자,676,538,316,58.7,458,361,176,48.8,176
자연생태복원,2018,전체,1411,1095,603,55.1,941,664,379,57.1,379
자연생태복원,2018,여자,637,487,281,57.7,420,326,194,59.5,194
자연생태복원,2019,전체,1314,1036,803,77.5,1206,919,314,34.2,314
자연생태복원,2019,여자,615,478,376,78.7,531,418,156,37.3,156
자연생태복원,2020,전체,1342,1080,699,64.7,1193,833,428,51.4,428
자연생태복원,2020,여자,690,551,367,66.6,624,463,241,52.1,241
토양환경,전체,전체,31239,21932,7757,35.4,14137,11522,5414,47,5833
토양환경,2015(누적),전체,23638,16576,5530,33.4,9480,7647,3836,50.2,4255
토양환경,2016,전체,1641,1112,456,41,856,724,285,39.4,285
토양환경,2016,여자,616,456,208,45.6,372,314,127,40.4,127
토양환경,2017,전체,1672,1198,470,39.2,1036,896,246,27.5,246
토양환경,2017,여자,596,455,194,42.6,444,385,99,25.7,99
토양환경,2018,전체,1503,1062,438,41.2,1045,859,250,29.1,250
토양환경,2018,여자,558,420,185,44,467,401,118,29.4,118
토양환경,2019,전체,1538,1093,484,44.3,971,799,405,50.7,405
토양환경,2019,여자,554,437,206,47.1,409,342,166,48.5,166
토양환경,2020,전체,1247,891,379,42.5,749,597,392,65.7,392
토양환경,2020,여자,520,392,194,49.5,374,308,200,64.9,200
폐기물처리,전체,전체,97247,65434,20680,31.6,42605,35257,10865,30.8,10883
폐기물처리,2015(누적),전체,83946,56371,17243,30.6,35962,29528,8110,27.5,8128
폐기물처리,2016,전체,2782,1883,670,35.6,1258,1100,381,34.6,381
폐기물처리,2016,여자,805,589,238,40.4,422,365,119,32.6,119
폐기물처리,2017,전체,3034,2107,795,37.7,1590,1385,757,54.7,757
폐기물처리,2017,여자,934,692,292,42.2,566,493,261,52.9,261
폐기물처리,2018,전체,2631,1792,698,39,1332,1139,503,44.2,503
폐기물처리,2018,여자,814,597,278,46.6,518,449,204,45.4,204
폐기물처리,2019,전체,2660,1771,791,44.7,1418,1244,580,46.6,580
폐기물처리,2019,여자,732,509,239,47,447,380,175,46.1,175
폐기물처리,2020,전체,2194,1510,483,32,1045,861,534,62,534
폐기물처리,2020,여자,611,449,169,37.6,351,302,192,63.6,192
생물분류(식물),전체,전체,2688,2234,747,33.4,1130,1038,531,51.2,554
생물분류(식물),2015(누적),전체,2041,1719,433,25.2,685,639,322,50.4,345
생물분류(식물),2016,전체,89,71,35,49.3,51,48,30,62.5,30
생물분류(식물),2016,여자,34,28,15,53.6,22,21,10,47.6,10
생물분류(식물),2017,전체,172,133,67,50.4,93,86,27,31.4,27
생물분류(식물),2017,여자,64,50,26,52,39,38,13,34.2,13
생물분류(식물),2018,전체,94,76,44,57.9,64,63,38,60.3,38
생물분류(식물),2018,여자,43,37,20,54.1,24,24,18,75,18
생물분류(식물),2019,전체,139,109,73,67,105,89,51,57.3,51
생물분류(식물),2019,여자,65,51,38,74.5,46,39,23,59,23
생물분류(식물),2020,전체,153,126,95,75.4,132,113,63,55.8,63
생물분류(식물),2020,여자,65,56,46,82.1,58,54,34,63,34
생물분류(동물),전체,전체,1712,1419,527,37.1,854,785,416,53,444
생물분류(동물),2015(누적),전체,1020,859,186,21.7,409,374,128,34.2,156
생물분류(동물),2016,전체,73,56,24,42.9,32,29,2,6.9,2
생물분류(동물),2016,여자,16,11,4,36.4,4,3,0,0,0
생물분류(동물),2017,전체,153,119,62,52.1,96,89,34,38.2,34
생물분류(동물),2017,여자,50,41,21,51.2,28,26,8,30.8,8
생물분류(동물),2018,전체,117,86,57,66.3,70,69,51,73.9,51
생물분류(동물),2018,여자,28,20,15,75,24,23,14,60.9,14
생물분류(동물),2019,전체,176,143,94,65.7,123,110,97,88.2,97
생물분류(동물),2019,여자,58,49,36,73.5,48,45,38,84.4,38
생물분류(동물),2020,전체,173,156,104,66.7,124,114,104,91.2,104
생물분류(동물),2020,여자,70,63,44,69.8,50,44,39,88.6,39
에너지.기상분야,전체,전체,153786,110716,42331,38.2,70007,60172,21623,35.9,28387
에너지.기상분야,2015(누적),전체,105523,75078,24868,33.1,37973,33135,10648,32.1,17412
에너지.기상분야,2016,전체,7128,5240,2510,47.9,4149,3612,1175,32.5,1175
에너지.기상분야,2016,여자,603,461,237,51.4,356,315,130,41.3,130
에너지.기상분야,2017,전체,9299,6910,3588,51.9,6287,5349,2556,47.8,2556
에너지.기상분야,2017,여자,716,548,275,50.2,427,370,208,56.2,208
에너지.기상분야,2018,전체,11069,8378,4109,49,6878,5817,2750,47.3,2750
에너지.기상분야,2018,여자,834,655,281,42.9,445,380,162,42.6,162
에너지.기상분야,2019,전체,11848,8603,4353,50.6,7478,6367,2811,44.1,2811
에너지.기상분야,2019,여자,965,718,356,49.6,570,486,204,42,204
에너지.기상분야,2020,전체,8919,6507,2903,44.6,7242,5892,1683,28.6,1683
에너지.기상분야,2020,여자,819,616,320,51.9,659,548,187,34.1,187
신재생에너지발전설비(태양광),전체,전체,34909,27453,13232,48.2,25358,21002,5692,27.1,5692
신재생에너지발전설비(태양광),2015(누적),전체,12643,10153,3601,35.5,6062,5204,593,11.4,593
신재생에너지발전설비(태양광),2016,전체,2401,1904,1111,58.4,2255,1915,225,11.7,225
신재생에너지발전설비(태양광),2016,여자,90,67,34,50.7,62,53,4,7.5,4
신재생에너지발전설비(태양광),2017,전체,4512,3522,2231,63.3,4117,3397,1309,38.5,1309
신재생에너지발전설비(태양광),2017,여자,217,154,63,40.9,117,95,39,41.1,39
신재생에너지발전설비(태양광),2018,전체,6036,4803,2483,51.7,4352,3582,1943,54.2,1943
신재생에너지발전설비(태양광),2018,여자,384,306,99,32.4,156,134,74,55.2,74
신재생에너지발전설비(태양광),2019,전체,5883,4430,2495,56.3,4408,3641,1361,37.4,1361
신재생에너지발전설비(태양광),2019,여자,484,366,180,49.2,262,222,88,39.6,88
신재생에너지발전설비(태양광),2020,전체,3434,2641,1311,49.6,4164,3263,261,8,261
신재생에너지발전설비(태양광),2020,여자,322,235,109,46.4,334,268,31,11.6,31
원자력,전체,전체,4958,3738,1210,32.4,1230,1148,740,64.5,1021
원자력,2015(누적),전체,3954,3010,889,29.5,881,808,500,61.9,781
원자력,2016,전체,212,157,82,52.2,90,90,37,41.1,37
원자력,2016,여자,50,36,11,30.6,11,11,7,63.6,7
원자력,2017,전체,272,200,50,25,78,74,63,85.1,63
원자력,2017,여자,51,40,8,20,10,10,9,90,9
원자력,2018,전체,277,208,134,64.4,114,114,85,74.6,85
원자력,2018,여자,67,51,28,54.9,25,25,20,80,20
원자력,2019,전체,243,163,55,33.7,67,62,55,88.7,55
원자력,2019,여자,58,36,8,22.2,13,11,10,90.9,10
에너지관리,전체,전체,38482,26112,9073,34.7,16978,14824,6656,44.9,17670
에너지관리,2015(누적),전체,16490,10945,3081,28.1,6887,5928,2000,33.7,13014
에너지관리,2016,전체,3832,2611,981,37.6,1308,1168,722,61.8,722
에너지관리,2016,여자,142,99,29,29.3,44,37,20,54.1,20
에너지관리,2017,전체,3875,2666,956,35.9,1609,1450,886,61.1,886
에너지관리,2017,여자,159,122,49,40.2,80,71,28,39.4,28
에너지관리,2018,전체,4225,2947,1229,41.7,2008,1776,617,34.7,617
에너지관리,2018,여자,169,125,44,35.2,84,67,19,28.4,19
에너지관리,2019,전체,5136,3534,1527,43.2,2525,2260,1221,54,1221
에너지관리,2019,여자,197,131,57,43.5,95,84,31,36.9,31
에너지관리,2020,전체,4924,3409,1299,38.1,2641,2242,1210,54,1210
에너지관리,2020,여자,227,158,59,37.3,112,90,52,57.8,52
열관리,전체,전체,62274,42472,12897,30.4,17104,15043,4539,30.2,0
열관리,2015(누적),전체,62274,42472,12897,30.4,17104,15043,4539,30.2,0
기상,전체,전체,12303,10292,5648,54.9,8999,7860,3907,49.7,3915
기상,2015(누적),전체,9626,8072,4269,52.9,6872,6009,2985,49.7,2993
기상,2016,전체,637,538,323,60,475,422,186,44.1,186
기상,2016,여자,305,248,156,62.9,229,206,97,47.1,97
기상,2017,전체,594,488,327,67,460,408,293,71.8,293
기상,2017,여자,269,217,145,66.8,209,185,130,70.3,130
기상,2018,전체,465,376,238,63.3,368,315,99,31.4,99
기상,2018,여자,193,159,100,62.9,164,141,46,32.6,46
기상,2019,전체,502,414,234,56.5,425,354,142,40.1,142
기상,2019,여자,203,169,99,58.6,183,154,66,42.9,66
기상,2020,전체,479,404,257,63.6,399,352,202,57.4,202
기상,2020,여자,226,193,129,66.8,189,167,97,58.1,97
기상감정,전체,전체,860,649,271,41.8,338,295,89,30.2,89
기상감정,2015(누적),전체,536,426,131,30.8,167,143,31,21.7,31
기상감정,2016,전체,46,30,13,43.3,21,17,5,29.4,5
기상감정,2016,여자,16,11,7,63.6,10,8,2,25,2
기상감정,2017,전체,46,34,24,70.6,23,20,5,25,5
기상감정,2017,여자,20,15,10,66.7,11,9,2,22.2,2
기상감정,2018,전체,66,44,25,56.8,36,30,6,20,6
기상감정,2018,여자,21,14,10,71.4,16,13,3,23.1,3
기상감정,2019,전체,84,62,42,67.7,53,50,32,64,32
기상감정,2019,여자,23,16,12,75,17,15,9,60,9
기상감정,2020,전체,82,53,36,67.9,38,35,10,28.6,10
기상감정,2020,여자,44,30,23,76.7,24,23,7,30.4,7
