종목명,과목명,과목순서,교시번호,문항수,수험시간_분,등록일
사출금형설계기사,금형제작법,2,1,20,30,14/09/24
전자계산기기사,마이크로전자계산기,3,1,20,30,14/09/24
전자계산기기사,전자계산기구조,2,1,20,30,14/09/24
전자계산기기사,시스템프로그래밍,1,1,20,30,14/09/24
전자계산기기사,논리회로,4,1,20,30,14/09/24
전자계산기기사,데이타통신,5,1,20,30,14/09/24
전자계산기조직응용기사,운영체제,4,1,20,30,14/09/24
전자계산기조직응용기사,마이크로전자계산기,5,1,20,30,14/09/24
전자계산기조직응용기사,자료구조및데이타통신,2,1,20,30,14/09/24
전자계산기조직응용기사,전자계산기프로그래밍,1,1,20,30,14/09/24
전자계산기조직응용기사,전자계산기구조,3,1,20,30,14/09/24
실내건축기사,건축환경,6,1,20,30,14/09/24
실내건축기사,건축재료,4,1,20,30,14/09/24
실내건축기사,건축일반,5,1,20,30,14/09/24
실내건축기사,인간공학,3,1,20,30,14/09/24
실내건축기사,실내디자인론,1,1,20,30,14/09/24
실내건축기사,색채학,2,1,20,30,14/09/24
콘크리트기사,콘크리트구조및유지관리,4,1,20,30,14/09/24
콘크리트기사,콘크리트의시공,3,1,20,30,14/09/24
콘크리트기사,"콘크리트제조,시험및품질관리",2,1,20,30,14/09/24
콘크리트기사,콘크리트재료및배합,1,1,20,30,14/09/24
콘크리트산업기사,콘크리트 구조 및 유지관리,4,1,20,30,20/08/07
콘크리트산업기사,콘크리트의 시공,3,1,20,30,20/08/07
콘크리트산업기사,"콘크리트 제조, 시험 및 품질관리",2,1,20,30,20/08/07
콘크리트산업기사,콘크리트 재료 및 배합,1,1,20,30,20/08/07
화훼장식기능사,과목없음,1,1,60,60,14/09/24
농림토양평가관리산업기사,분석화학기초,4,1,20,30,20/08/07
농림토양평가관리산업기사,재배학원론,3,1,20,30,20/08/07
농림토양평가관리산업기사,비료학,2,1,20,30,20/08/07
농림토양평가관리산업기사,토양학,1,1,20,30,20/08/07
자연생태복원기사,자연환경관계법규,5,1,20,30,14/09/24
자연생태복원기사,경관생태학,4,1,20,30,14/09/24
자연생태복원기사,생태복원공학,3,1,20,30,14/09/24
자연생태복원기사,환경계획학,2,1,20,30,14/09/24
자연생태복원기사,환경생태학 개론,1,1,20,30,14/09/24
자연생태복원산업기사,생태조사방법론,4,1,20,30,20/08/07
자연생태복원산업기사,생태복원공학,3,1,20,30,20/08/07
자연생태복원산업기사,환경학개론,2,1,20,30,20/08/07
자연생태복원산업기사,환경생태학 개론,1,1,20,30,20/08/07
토양환경기사,토양 및 지하수환경관계법규,4,1,20,30,14/09/24
토양환경기사,토양 및 지하수 오염정화기술,3,1,20,30,14/09/24
토양환경기사,토양 및 지하수 오염조사기술,2,1,20,30,14/09/24
토양환경기사,토양학개론,1,1,20,30,14/09/24
궤도장비정비기사,일반기계공학,5,1,20,30,14/09/24
궤도장비정비기사,유압일반,2,1,20,30,14/09/24
궤도장비정비기사,궤도장비정비,1,1,20,30,14/09/24
궤도장비정비기사,기계열역학,3,1,20,30,14/09/24
궤도장비정비기사,내연기관,4,1,20,30,14/09/24
궤도장비정비산업기사,일반기계공학,4,1,20,30,20/08/07
궤도장비정비산업기사,유압일반,2,1,20,30,20/08/07
궤도장비정비산업기사,궤도장비정비,1,1,20,30,20/08/07
궤도장비정비산업기사,내연기관,3,1,20,30,20/08/07
궤도장비정비기능사,과목없음,1,1,60,60,14/09/24
실내건축기능사,과목없음,1,1,60,60,14/09/24
귀금속가공기능사,과목없음,1,1,60,60,14/09/24
방사선비파괴검사기능사,과목없음,1,1,60,60,14/09/24
광학기능사,과목없음,1,1,60,60,14/09/24
초음파비파괴검사기능사,과목없음,1,1,60,60,14/09/24
패세공기능사,과목없음,1,1,60,60,14/09/24
건설재료시험기능사,과목없음,1,1,60,60,14/09/24
가구제작기능사,과목없음,1,1,60,60,14/09/24
금속도장기능사,과목없음,1,1,60,60,14/09/24
제과기능사,과목없음,1,1,60,60,14/09/24
광고도장기능사,과목없음,1,1,60,60,14/09/24
보석가공기능사,과목없음,1,1,60,60,14/09/24
조경기능사,과목없음,1,1,60,60,14/09/24
자수기능사(수자수),과목없음,1,1,60,60,14/09/24
지게차운전기능사,과목없음,1,1,60,60,14/09/24
기계정비기능사,과목없음,1,1,60,60,14/09/24
열처리기능사,과목없음,1,1,60,60,14/09/24
전산응용건축제도기능사,과목없음,1,1,60,60,14/09/24
양식조리산업기사,식품학,2,1,20,30,20/08/07
양식조리산업기사,식품위생 및 관련법규,1,1,20,30,20/08/07
양식조리산업기사,공중보건학,4,1,20,30,20/08/07
농기계운전기능사,과목없음,1,1,60,60,14/09/24
연삭기능사,과목없음,1,1,60,60,14/09/24
농기계정비기능사,과목없음,1,1,60,60,14/09/24
원형기능사,과목없음,1,1,60,60,14/09/24
항공기관정비기능사,과목없음,1,1,60,60,14/09/24
항공장비정비기능사,과목없음,1,1,60,60,14/09/24
항공전자정비기능사,과목없음,1,1,60,60,14/09/24
주조기능사,과목없음,1,1,60,60,14/09/24
자동차차체수리기능사,과목없음,1,1,60,60,14/09/24
항공기체정비기능사,과목없음,1,1,60,60,14/09/24
금속재료시험기능사,과목없음,1,1,60,60,14/09/24
특수용접기능사,과목없음,1,1,60,60,14/09/24
도자기공예기능사,과목없음,1,1,60,60,14/09/24
중식조리기능사,과목없음,1,1,60,60,14/09/24
복어조리기능사,과목없음,1,1,60,60,14/09/24
조주기능사,과목없음,1,1,60,60,14/09/24
피아노조율기능사,과목없음,1,1,60,60,14/09/24
이용사,과목없음,1,1,60,60,14/09/24
한식조리 기능사,과목없음,1,1,60,60,14/09/24
양식조리기능사,과목없음,1,1,60,60,14/09/24
일식조리기능사,과목없음,1,1,60,60,14/09/24
신발류제조기능사,과목없음,1,1,60,60,14/09/24
일식조리산업기사,식품학,2,1,20,30,20/08/07
일식조리산업기사,식품위생 및 관련법규,1,1,20,30,20/08/07
일식조리산업기사,공중보건학,4,1,20,30,20/08/07
복어조리산업기사,식품학,2,1,20,30,20/08/07
복어조리산업기사,식품위생 및 관련법규,1,1,20,30,20/08/07
복어조리산업기사,공중보건학,4,1,20,30,20/08/07
측량기능사,과목없음,1,1,60,60,14/09/24
축로기능사,과목없음,1,1,60,60,14/09/24
롤러운전기능사,과목없음,1,1,60,60,14/09/24
모터그레이더운전기능사,과목없음,1,1,60,60,14/09/24
양화장치운전기능사,과목없음,1,1,60,60,14/09/24
승강기기능사,과목없음,1,1,60,60,14/09/24
세탁기능사,과목없음,1,1,60,60,14/09/24
화약취급기능사,과목없음,1,1,60,60,14/09/24
준설선운전기능사,과목없음,1,1,60,60,14/09/24
통신기기기능사,과목없음,1,1,60,60,14/09/24
로더운전기능사,과목없음,1,1,60,60,14/09/24
목공예기능사,과목없음,1,1,60,60,14/09/24
축산기능사,과목없음,1,1,60,60,14/09/24
식육처리기능사,과목없음,1,1,60,60,14/09/24
기중기운전기능사,과목없음,1,1,60,60,14/09/24
굴삭기운전기능사,과목없음,1,1,60,60,14/09/24
불도저운전기능사,과목없음,1,1,60,60,14/09/24
어로기능사,과목없음,1,1,60,60,14/09/24
잠수기능사,과목없음,1,1,60,60,14/09/24
종자기능사,과목없음,1,1,60,60,14/09/24
지적기능사,과목없음,1,1,60,60,14/09/24
임업종묘기능사,과목없음,1,1,60,60,14/09/24
자수기능사(기계자수),과목없음,1,1,60,60,14/09/24
사진기능사,과목없음,1,1,60,60,14/09/24
컴퓨터그래픽스운용기능사,과목없음,1,1,60,60,14/09/24
사진제판기능사,과목없음,1,1,60,60,14/09/24
기계가공조립기능사,과목없음,1,1,60,60,14/09/24
가스기능사,과목없음,1,1,60,60,14/09/24
직업상담사2급,직업정보론,3,1,20,30,14/09/24
직업상담사2급,직업심리학,2,1,20,30,14/09/24
직업상담사2급,직업상담학,1,1,20,30,14/09/24
직업상담사2급,노동시장론,4,1,20,30,14/09/24
직업상담사2급,노동관계법규,5,1,20,30,14/09/24
사회조사분석사1급,고급조사방법론(II),2,1,30,45,14/09/24
사회조사분석사1급,고급조사방법론(I),1,1,30,45,14/09/24
사회조사분석사1급,고급통계처리및분석,3,1,40,60,14/09/24
사회조사분석사2급,조사방법론(II),2,1,30,45,14/09/24
사회조사분석사2급,조사방법론(I),1,1,30,45,14/09/24
사회조사분석사2급,사회통계,3,1,40,60,14/09/24
건축일반시공기능장,과목없음,1,1,60,60,18/01/12
판금제관기능사,과목없음,1,1,60,60,14/09/24
양복기능사,과목없음,1,1,60,60,14/09/24
섬유화학산업기사,염색 및 가공학,4,1,20,30,14/09/24
섬유화학산업기사,합성섬유학,3,1,20,30,14/09/24
섬유화학산업기사,방적 및 제직학,2,1,20,30,14/09/24
섬유화학산업기사,섬유재료학,1,1,20,30,14/09/24
포장기사,포장재료,3,1,20,30,14/09/24
포장기사,포장일반,1,1,20,30,14/09/24
포장기사,포장시험및평가,5,1,20,30,14/09/24
포장기사,포장기법,4,1,20,30,14/09/24
포장기사,물류관리,2,1,20,30,14/09/24
광산보안기사,화약및발파학,3,1,20,30,14/09/24
광산보안기사,개발공학,1,1,20,30,14/09/24
광산보안기사,암석학및지질학,5,1,20,30,14/09/24
광산보안기사,암석역학,4,1,20,30,14/09/24
광산보안기사,광산기계및전기일반,2,1,20,30,14/09/24
건설기계설비기사,유체기계 및 유압기기,4,1,20,30,14/09/24
건설기계설비기사,건설기계일반및기계제작법,5,1,20,30,14/09/24
건설기계설비기사,재료역학,1,1,20,30,14/09/24
건설기계설비기사,기계열역학,2,1,20,30,14/09/24
건설기계설비기사,기계유체역학,3,1,20,30,14/09/24
제강기능사,과목없음,1,1,60,60,14/09/24
기상감정기사,기상통계,4,1,20,30,14/09/24
기상감정기사,일기해석,3,1,20,30,14/09/24
기상감정기사,감정일반,5,1,20,30,14/09/24
기상감정기사,일반기상학,1,1,20,30,14/09/24
기상감정기사,기상관측법,2,1,20,30,14/09/24
수산제조산업기사,식품위생학,1,1,20,30,14/09/24
수산제조산업기사,수산화학,2,1,20,30,14/09/24
수산제조산업기사,수산가공학,3,1,20,30,14/09/24
수산제조산업기사,냉동냉장학및통조림제조학,4,1,20,30,14/09/24
초음파비파괴검사기사,초음파탐상검사 규격,4,1,20,30,14/09/24
초음파비파괴검사기사,초음파탐상검사 시험,3,1,20,30,14/09/24
초음파비파괴검사기사,초음파탐상검사 원리,2,1,20,30,14/09/24
초음파비파괴검사기사,비파괴검사개론,1,1,20,30,14/09/24
멀티미디어콘텐츠제작전문가,멀티미디어제작기술,4,1,25,35,14/09/24
멀티미디어콘텐츠제작전문가,멀티미디어저작,3,1,25,40,14/09/24
멀티미디어콘텐츠제작전문가,멀티미디어기획및디자인,2,1,25,35,14/09/24
멀티미디어콘텐츠제작전문가,멀티미디어개론,1,1,25,40,14/09/24
컬러리스트산업기사,색채체계의이해,5,1,20,30,20/08/07
컬러리스트산업기사,색채지각의이해,4,1,20,30,20/08/07
컬러리스트산업기사,색채심리,1,1,20,30,20/08/07
컬러리스트산업기사,색채관리,3,1,20,30,20/08/07
컬러리스트산업기사,색채디자인,2,1,20,30,20/08/07
재료조직평가산업기사,조직평가시험기기 운영관리,4,1,20,30,20/08/07
재료조직평가산업기사,현미경조직 및 분석평가기술,3,1,20,30,20/08/07
재료조직평가산업기사,금속조직,2,1,20,30,20/08/07
재료조직평가산업기사,금속재료,1,1,20,30,20/08/07
반도체설계산업기사,집적회로 설계이론,4,1,20,30,20/08/07
반도체설계산업기사,논리회로,3,1,20,30,20/08/07
반도체설계산업기사,전자회로,2,1,20,30,20/08/07
반도체설계산업기사,반도체공학,1,1,20,30,20/08/07
의공기사,의료안전·법규및정보,3,1,20,30,14/09/24
의공기사,의료기기,4,1,20,30,14/09/24
의공기사,의용기계공학,5,1,20,30,14/09/24
의공기사,의용전자공학,2,1,20,30,14/09/24
의공기사,기초의학및의공학,1,1,20,30,14/09/24
전자기기기능사,과목없음,1,1,60,60,14/09/24
석공예기능사,과목없음,1,1,60,60,14/09/24
방송통신기능사,과목없음,1,1,60,60,14/09/24
콘크리트기능사,과목없음,1,1,60,60,14/09/24
침투비파괴검사기능사,과목없음,1,1,60,60,14/09/24
한복기능사,과목없음,1,1,60,60,14/09/24
시추기능사,과목없음,1,1,60,60,14/09/24
선체건조기능사,과목없음,1,1,60,60,14/09/24
염색기능사(침염),과목없음,1,1,60,60,14/09/24
정보처리기능사,과목없음,1,1,60,60,14/09/24
무선설비기능사,과목없음,1,1,60,60,14/09/24
염색기능사(날염),과목없음,1,1,60,60,14/09/24
철도토목기능사,과목없음,1,1,60,60,14/09/24
반도체설계기사,전자회로,2,1,20,30,14/09/24
반도체설계기사,하드웨어기술언어,5,1,20,30,14/09/24
반도체설계기사,집적회로설계이론,4,1,20,30,14/09/24
반도체설계기사,반도체공학,1,1,20,30,14/09/24
반도체설계기사,논리회로,3,1,20,30,14/09/24
전자계산기기능사,과목없음,1,1,60,60,14/09/24
화학분석기능사,과목없음,1,1,60,60,14/09/24
제선기능사,과목없음,1,1,60,60,14/09/24
자동차정비기능사,과목없음,1,1,60,60,14/09/24
건설기계정비기능장,과목없음,1,1,60,60,18/01/12
자기비파괴검사산업기사,자기탐상검사 원리 및 규격,2,1,20,30,20/08/07
자기비파괴검사산업기사,자기탐상검사 시험,3,1,20,30,20/08/07
자기비파괴검사산업기사,비파괴검사개론,1,1,20,30,20/08/07
표면처리기능장,과목없음,1,1,60,60,18/01/12
전기산업기사,전기설비기술기준 및 판단기준,5,1,20,30,20/08/07
전기산업기사,전력공학,2,1,20,30,20/08/07
전기산업기사,전기자기학,1,1,20,30,20/08/07
전기산업기사,전기기기,3,1,20,30,20/08/07
전기산업기사,회로이론,4,1,20,30,20/08/07
공유압기능사,과목없음,1,1,60,60,14/09/24
통신선로기능사,과목없음,1,1,60,60,14/09/24
치공구설계산업기사,치공구재료 및 정밀계측,3,1,20,30,20/08/07
치공구설계산업기사,치공구설계,2,1,20,30,20/08/07
치공구설계산업기사,기계공정설계,4,1,20,30,20/08/07
치공구설계산업기사,정밀가공학,1,1,20,30,20/08/07
정밀측정기능사,과목없음,1,1,60,60,14/09/24
신재생에너지발전설비기사(태양광),태양광발전시스템이론,1,1,20,30,14/09/24
신재생에너지발전설비기사(태양광),태양광발전시스템시공,3,1,20,30,14/09/24
신재생에너지발전설비기사(태양광),태양광발전시스템설계,2,1,20,30,14/09/24
신재생에너지발전설비기사(태양광),신재생에너지관련법규,5,1,20,30,14/09/24
신재생에너지발전설비기사(태양광),태양광발전시스템운영,4,1,20,30,14/09/24
신재생에너지발전설비기능사(태양광),과목없음,1,1,60,60,14/09/24
화약류관리산업기사,발파공학,2,1,20,30,20/08/07
화약류관리산업기사,일반화약학,1,1,20,30,20/08/07
화약류관리산업기사,암석역학,3,1,20,30,20/08/07
사무자동화산업기사,사무자동화시스템,1,1,20,30,20/08/07
사무자동화산업기사,사무경영관리개론,2,1,20,30,20/08/07
사무자동화산업기사,정보통신개론,4,1,20,30,20/08/07
사무자동화산업기사,프로그래밍일반,3,1,20,30,20/08/07
소음진동산업기사,소음진동공정시험기준,2,1,20,30,20/08/07
소음진동산업기사,소음진동방지기술,3,1,20,30,20/08/07
소음진동산업기사,소음진동관계법규,4,1,20,30,20/08/07
소음진동산업기사,소음진동개론,1,1,20,30,20/08/07
그린전동자동차기사,그린전동자동차 전동기와 제어기,2,1,20,30,14/09/25
그린전동자동차기사,그린전동자동차 구동성능,4,1,20,30,14/09/25
그린전동자동차기사,그린전동자동차 배터리,3,1,20,30,14/09/25
그린전동자동차기사,그린전동자동차공학,1,1,20,30,14/09/25
그린전동자동차기사,그린전동자동차 측정과 시험평가,5,1,20,30,14/09/25
조선기사,선박건조공학 및 선박동력장치,5,1,20,30,14/09/24
조선기사,조선공학일반,1,1,20,30,14/09/24
조선기사,조선유체역학,3,1,20,30,14/09/24
조선기사,재료역학,2,1,20,30,14/09/24
조선기사,선체의장및선체구조역학,4,1,20,30,14/09/24
전산응용기계제도기능사,과목없음,1,1,60,60,14/09/24
임베디드기사,임베디드소프트웨어,4,1,20,30,14/09/24
임베디드기사,임베디드하드웨어,1,1,20,30,14/09/24
임베디드기사,임베디드펌웨어,2,1,20,30,14/09/24
임베디드기사,임베디드플랫폼,3,1,20,30,14/09/24
국제의료관광코디네이터,보건의료관광마케팅,3,1,20,30,14/09/24
국제의료관광코디네이터,관광서비스지원관리,4,1,20,30,14/09/24
국제의료관광코디네이터,의학용어 및 질환의 이해,5,1,20,30,14/09/24
국제의료관광코디네이터,보건의료서비스지원관리,2,1,20,30,14/09/24
국제의료관광코디네이터,보건의료관광행정,1,1,20,30,14/09/24
측량및지형공간정보기사,사진측량 및 원격탐사,3,1,20,30,14/09/24
측량및지형공간정보기사,측지학 및 위성측위시스템,1,1,20,30,14/09/24
측량및지형공간정보기사,측량학,5,1,20,30,14/09/24
측량및지형공간정보기사,지리정보시스템,4,1,20,30,14/09/24
측량및지형공간정보기사,응용측량,2,1,20,30,14/09/24
침투비파괴검사기사,침투탐상검사 규격,4,1,20,30,14/09/24
침투비파괴검사기사,침투탐상검사 시험,3,1,20,30,14/09/24
침투비파괴검사기사,침투탐상검사 원리,2,1,20,30,14/09/24
침투비파괴검사기사,비파괴검사개론,1,1,20,30,14/09/24
반도체장비유지보수기능사,과목없음,1,1,60,60,14/09/25
통신선로산업기사,전송선로개론,3,1,20,30,14/09/24
통신선로산업기사,유선통신기기,2,1,20,30,14/09/24
통신선로산업기사,전자계산기일반및선로설비기준,4,1,20,30,14/09/24
통신선로산업기사,디지탈전자회로,1,1,20,30,14/09/24
정보기기운용기능사,과목없음,1,1,60,60,14/09/24
해양공학기사,해양수리학,2,1,20,30,14/09/24
해양공학기사,측량학,4,1,20,30,14/09/24
해양공학기사,해양학개론,1,1,20,30,14/09/24
해양공학기사,재료공학,5,1,20,30,14/09/24
해양공학기사,해양구조공학,3,1,20,30,14/09/24
건축목재시공기능장,과목없음,1,1,60,60,18/01/12
인쇄기능사,과목없음,1,1,60,60,14/09/24
신재생에너지발전설비산업기사(태양광),태양광발전시스템이론,1,1,20,30,20/08/07
신재생에너지발전설비산업기사(태양광),태양광발전시스템시공,2,1,20,30,20/08/07
신재생에너지발전설비산업기사(태양광),신재생에너지관련법규,4,1,20,30,20/08/07
신재생에너지발전설비산업기사(태양광),태양광발전시스템운영,3,1,20,30,20/08/07
화재감식평가산업기사,화재감식론,2,1,20,30,20/08/07
화재감식평가산업기사,화재조사론,1,1,20,30,20/08/07
화재감식평가산업기사,화재조사관계법규 및 피해평가,4,1,20,30,20/08/07
화재감식평가산업기사,증거물관리 및 법과학,3,1,20,30,20/08/07
천공기운전기능사,과목없음,1,1,60,60,14/09/24
온실가스관리기사,기후변화개론,1,1,20,30,14/09/25
온실가스관리기사,온실가스관련 법규,5,1,20,30,14/09/25
온실가스관리기사,온실가스 감축관리,4,1,20,30,14/09/25
온실가스관리기사,온실가스 산정과 데이터 품질관리,3,1,20,30,14/09/25
온실가스관리기사,온실가스 배출의 이해,2,1,20,30,14/09/25
화재감식평가기사,화재조사관계법규,5,1,20,30,14/09/24
화재감식평가기사,화재조사보고 및 피해평가,4,1,20,30,14/09/24
화재감식평가기사,화재감식론,2,1,20,30,14/09/24
화재감식평가기사,화재조사론,1,1,20,30,14/09/24
화재감식평가기사,증거물관리 및 법과학,3,1,20,30,14/09/24
방수산업기사,방수일반,1,1,20,30,20/08/07
방수산업기사,방수유지관리,4,1,20,30,20/08/07
방수산업기사,방수재료,2,1,20,30,20/08/07
방수산업기사,방수시공,3,1,20,30,20/08/07
수산양식기능사,과목없음,1,1,60,60,14/09/24
조화공예기능사,과목없음,1,1,60,60,14/09/24
자기비파괴검사기능사,과목없음,1,1,60,60,14/09/24
제빵기능사,과목없음,1,1,60,60,14/09/24
보석감정사,과목없음,1,1,60,60,14/09/24
버섯종균기능사,과목없음,1,1,60,60,14/09/24
섬유산업기사,염색 및 가공학,3,1,20,30,20/08/07
섬유산업기사,합성섬유학,4,1,20,30,20/08/07
섬유산업기사,방적 및 제직학,1,1,20,30,20/08/07
섬유산업기사,섬유재료학,2,1,20,30,20/08/07
철도전기신호기능사,과목없음,1,1,60,60,14/09/24
광학기기산업기사,광기구,4,1,20,30,20/08/07
광학기기산업기사,광학일반,1,1,20,30,20/08/07
광학기기산업기사,광학기기,2,1,20,30,20/08/07
공조냉동기계기능사,과목없음,1,1,60,60,14/09/24
온실가스관리산업기사,기후변화개론,1,1,20,30,20/08/07
온실가스관리산업기사,온실가스관련 법규,4,1,20,30,20/08/07
온실가스관리산업기사,온실가스 산정과 데이터 품질관리,3,1,20,30,20/08/07
온실가스관리산업기사,온실가스 배출의 이해,2,1,20,30,20/08/07
전산응용조선제도기능사,과목없음,1,1,60,60,14/09/24
산림기능사,과목없음,1,1,60,60,14/09/24
정보처리기사,운영체제,3,1,20,30,14/09/24
정보처리기사,전자계산기구조,2,1,20,30,14/09/24
정보처리기사,소프트웨어공학,4,1,20,30,14/09/24
정보처리기사,데이타통신,5,1,20,30,14/09/24
정보처리기사,데이터베이스,1,1,20,30,14/09/24
건축일반시공산업기사,"조적, 미장, 타일시공 및 재료",2,1,20,30,20/08/07
건축일반시공산업기사,건축일반,1,1,20,30,20/08/07
건축일반시공산업기사,안전관리,3,1,20,30,20/08/07
소비자전문상담사1급,소비자정보관리및조사분석,3,1,40,50,14/09/24
소비자전문상담사1급,소비자상담론,2,1,30,50,14/09/24
소비자전문상담사1급,소비자법과정책,1,1,30,50,14/09/24
웹디자인기능사,과목없음,1,1,60,60,14/09/24
환경기능사,과목없음,1,1,60,60,14/09/24
철도차량산업기사,철도차량공학,3,1,20,30,20/08/07
철도차량산업기사,재료역학,1,1,20,30,20/08/07
철도차량산업기사,내연기관,2,1,20,30,20/08/07
판금제관기능장,과목없음,1,1,60,60,18/01/12
금형기능사,과목없음,1,1,60,60,14/09/24
건설기계정비기능사,과목없음,1,1,60,60,14/09/24
잠수기능장,과목없음,1,1,60,60,19/07/10
섬유기사,섬유시험법,2,1,20,30,14/09/24
섬유기사,염색 및 가공학,4,1,20,30,14/09/24
섬유기사,합성섬유학,5,1,20,30,14/09/24
섬유기사,방적 및 제직학,1,1,20,30,14/09/24
섬유기사,섬유재료학,3,1,20,30,14/09/24
에너지관리기능사,과목없음,1,1,60,60,14/09/24
양장기능사,과목없음,1,1,60,60,14/09/24
임산가공기능사,과목없음,1,1,60,60,14/09/24
광산보안기능사,과목없음,1,1,60,60,14/09/24
위험물기능사,과목없음,1,1,60,60,14/09/24
칠기기능사,과목없음,1,1,60,60,14/09/24
컨테이너크레인운전기능사,과목없음,1,1,60,60,14/09/24
전파전자통신기능사,과목없음,1,1,60,60,14/09/24
방사선비파괴검사기사,방사선투과검사 규격,4,1,20,30,14/09/24
방사선비파괴검사기사,방사선투과검사 시험,3,1,20,30,14/09/24
방사선비파괴검사기사,방사선투과검사 원리,2,1,20,30,14/09/24
방사선비파괴검사기사,비파괴검사개론,1,1,20,30,14/09/24
3D프린터운용기능사,과목없음,1,1,60,60,19/09/16
보석감정산업기사,보석가공,4,1,20,30,20/08/07
떡제조기능사,과목없음,1,1,60,60,20/01/09
미용사(네일),과목없음,1,1,60,60,16/02/16
미용사(메이크업),과목없음,1,1,60,60,16/02/16
중식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
보석디자인산업기사,주얼리디자인기획,1,1,20,30,20/08/07
패션머천다이징산업기사,패션상품개발기획,3,1,20,30,20/08/07
패션머천다이징산업기사,패션상품기획,2,1,20,30,20/08/07
측량및지형공간정보산업기사,지리정보시스템(GIS) 및 위성측위시스템(GNSS),3,1,20,30,20/08/07
자동차정비산업기사,자동차섀시,3,1,20,30,20/08/07
자동차정비산업기사,자동차엔진,2,1,20,30,20/08/07
패션머천다이징산업기사,패션상품판매전략,4,1,20,30,20/08/07
보석디자인산업기사,주얼리디자인개발,2,1,20,30,20/08/07
보석디자인산업기사,주얼리디자인그래픽스,3,1,20,30,20/08/07
보석디자인산업기사,주얼리머천다이징,4,1,20,30,20/08/07
화약류제조산업기사,화약류안전관리관계법규,4,1,20,30,20/08/07
한식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
패션디자인산업기사,시제품 개발,4,1,20,30,20/08/07
패션디자인산업기사,샘플패턴 제작,3,1,20,30,20/08/07
패션디자인산업기사,패션상품 디자인기획,2,1,20,30,20/08/07
패션디자인산업기사,패션트렌드 분석,1,1,20,30,20/08/07
양식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
일식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
복어조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
화약류관리산업기사,화약류안전관리관계법규,4,1,20,30,20/08/07
광학기기산업기사,광전자기초,3,1,20,30,20/08/07
화훼장식산업기사,화훼디자인,3,1,20,30,20/08/07
화훼장식산업기사,화훼장식 상품제작,2,1,20,30,20/08/07
화훼장식산업기사,화훼장식기획 및 매장관리,1,1,20,30,20/08/07
보석감정산업기사,다이아몬드 감정,3,1,20,30,20/08/07
보석감정산업기사,보석 감별,2,1,20,30,20/08/07
보석감정산업기사,보석 특성,1,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 교정 및 유지보수,4,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 프로그램,3,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 장치,2,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 회로 및 기구,1,1,20,30,20/08/07
바이오화학제품제조산업기사,바이오화학제품환경시설관리,4,1,20,30,20/08/07
바이오화학제품제조산업기사,바이오화학제품품질관리,3,1,20,30,20/08/07
바이오화학제품제조산업기사,배양 및 회수,2,1,20,30,20/08/07
바이오화학제품제조산업기사,배양준비,1,1,20,30,20/08/07
버섯산업기사,버섯병해충,4,1,20,30,20/08/07
버섯산업기사,버섯생육환경,3,1,20,30,20/08/07
버섯산업기사,버섯배지,2,1,20,30,20/08/07
버섯산업기사,버섯종균,1,1,20,30,20/08/07
가구제작산업기사,가구제작,3,1,20,30,20/08/07
가구제작산업기사,가구기획설계,1,1,20,30,20/08/07
가구제작산업기사,가구재료,2,1,20,30,20/08/07
신발산업기사,신발견본 개발,2,1,20,30,20/10/14
신발산업기사,신발 기획 및 디자인,0,1,20,30,20/10/14
신발산업기사,신발 설계,1,1,20,30,20/10/14
포장산업기사,포장재료및시험,2,1,20,30,21/02/05
